Epoch: [1/100], Step: [101/313], Validation Acc: 79.14
Epoch: [1/100], Step: [101/313], Train Acc: 67.03
Epoch: [1/100], Step: [201/313], Validation Acc: 84.46
Epoch: [1/100], Step: [201/313], Train Acc: 82.06
Epoch: [1/100], Step: [301/313], Validation Acc: 85.34
Epoch: [1/100], Step: [301/313], Train Acc: 85.31
Epoch: [2/100], Step: [101/313], Validation Acc: 87.0
Epoch: [2/100], Step: [101/313], Train Acc: 91.32
Epoch: [2/100], Step: [201/313], Validation Acc: 87.5
Epoch: [2/100], Step: [201/313], Train Acc: 91.84
Epoch: [2/100], Step: [301/313], Validation Acc: 87.36
Epoch: [2/100], Step: [301/313], Train Acc: 91.52
Epoch: [3/100], Step: [101/313], Validation Acc: 87.24
Epoch: [3/100], Step: [101/313], Train Acc: 96.32
Epoch: [3/100], Step: [201/313], Validation Acc: 87.46
Epoch: [3/100], Step: [201/313], Train Acc: 96.08
Epoch: [3/100], Step: [301/313], Validation Acc: 87.5
Epoch: [3/100], Step: [301/313], Train Acc: 95.94
Epoch: [4/100], Step: [101/313], Validation Acc: 87.32
Epoch: [4/100], Step: [101/313], Train Acc: 98.60
Epoch: [4/100], Step: [201/313], Validation Acc: 87.06
Epoch: [4/100], Step: [201/313], Train Acc: 98.58
Epoch: [4/100], Step: [301/313], Validation Acc: 86.48
Epoch: [4/100], Step: [301/313], Train Acc: 98.48
Epoch: [5/100], Step: [101/313], Validation Acc: 87.02
Epoch: [5/100], Step: [101/313], Train Acc: 99.56
Epoch: [5/100], Step: [201/313], Validation Acc: 86.7
Epoch: [5/100], Step: [201/313], Train Acc: 99.42
Epoch: [5/100], Step: [301/313], Validation Acc: 86.4
Epoch: [5/100], Step: [301/313], Train Acc: 99.36
Epoch: [6/100], Step: [101/313], Validation Acc: 86.16
Epoch: [6/100], Step: [101/313], Train Acc: 99.93
Epoch: [6/100], Step: [201/313], Validation Acc: 86.34
Epoch: [6/100], Step: [201/313], Train Acc: 99.84
Epoch: [6/100], Step: [301/313], Validation Acc: 86.34
Epoch: [6/100], Step: [301/313], Train Acc: 99.88
Epoch: [7/100], Step: [101/313], Validation Acc: 86.42
Epoch: [7/100], Step: [101/313], Train Acc: 99.97
Epoch: [7/100], Step: [201/313], Validation Acc: 86.24
Epoch: [7/100], Step: [201/313], Train Acc: 100.00
Epoch: [7/100], Step: [301/313], Validation Acc: 86.06
Epoch: [7/100], Step: [301/313], Train Acc: 99.98
Epoch: [8/100], Step: [101/313], Validation Acc: 86.42
Epoch: [8/100], Step: [101/313], Train Acc: 99.99
Epoch: [8/100], Step: [201/313], Validation Acc: 86.32
Epoch: [8/100], Step: [201/313], Train Acc: 100.00
Epoch: [8/100], Step: [301/313], Validation Acc: 86.28
Epoch: [8/100], Step: [301/313], Train Acc: 100.00
