Epoch: [1/100], Step: [101/313], Validation Acc: 83.68
Epoch: [1/100], Step: [101/313], Train Acc: 72.74
Epoch: [1/100], Step: [201/313], Validation Acc: 86.18
Epoch: [1/100], Step: [201/313], Train Acc: 84.55
Epoch: [1/100], Step: [301/313], Validation Acc: 87.46
Epoch: [1/100], Step: [301/313], Train Acc: 86.62
Epoch: [2/100], Step: [101/313], Validation Acc: 87.34
Epoch: [2/100], Step: [101/313], Train Acc: 94.38
Epoch: [2/100], Step: [201/313], Validation Acc: 87.74
Epoch: [2/100], Step: [201/313], Train Acc: 93.75
Epoch: [2/100], Step: [301/313], Validation Acc: 86.38
Epoch: [2/100], Step: [301/313], Train Acc: 92.53
Epoch: [3/100], Step: [101/313], Validation Acc: 87.24
Epoch: [3/100], Step: [101/313], Train Acc: 97.72
Epoch: [3/100], Step: [201/313], Validation Acc: 86.56
Epoch: [3/100], Step: [201/313], Train Acc: 97.98
Epoch: [3/100], Step: [301/313], Validation Acc: 86.54
Epoch: [3/100], Step: [301/313], Train Acc: 97.44
Epoch: [4/100], Step: [101/313], Validation Acc: 86.4
Epoch: [4/100], Step: [101/313], Train Acc: 99.26
Epoch: [4/100], Step: [201/313], Validation Acc: 86.6
Epoch: [4/100], Step: [201/313], Train Acc: 99.41
Epoch: [4/100], Step: [301/313], Validation Acc: 85.72
Epoch: [4/100], Step: [301/313], Train Acc: 99.22
Epoch: [5/100], Step: [101/313], Validation Acc: 86.28
Epoch: [5/100], Step: [101/313], Train Acc: 99.85
Epoch: [5/100], Step: [201/313], Validation Acc: 85.84
Epoch: [5/100], Step: [201/313], Train Acc: 99.88
Epoch: [5/100], Step: [301/313], Validation Acc: 86.0
Epoch: [5/100], Step: [301/313], Train Acc: 99.94
Epoch: [6/100], Step: [101/313], Validation Acc: 86.26
Epoch: [6/100], Step: [101/313], Train Acc: 99.97
Epoch: [6/100], Step: [201/313], Validation Acc: 86.06
Epoch: [6/100], Step: [201/313], Train Acc: 100.00
Epoch: [6/100], Step: [301/313], Validation Acc: 86.0
Epoch: [6/100], Step: [301/313], Train Acc: 100.00
Epoch: [7/100], Step: [101/313], Validation Acc: 85.82
Epoch: [7/100], Step: [101/313], Train Acc: 99.99
Epoch: [7/100], Step: [201/313], Validation Acc: 85.94
Epoch: [7/100], Step: [201/313], Train Acc: 100.00
Epoch: [7/100], Step: [301/313], Validation Acc: 85.7
Epoch: [7/100], Step: [301/313], Train Acc: 100.00
Epoch: [8/100], Step: [101/313], Validation Acc: 85.94
Epoch: [8/100], Step: [101/313], Train Acc: 100.00
Epoch: [8/100], Step: [201/313], Validation Acc: 86.1
Epoch: [8/100], Step: [201/313], Train Acc: 100.00
Epoch: [8/100], Step: [301/313], Validation Acc: 85.98
Epoch: [8/100], Step: [301/313], Train Acc: 100.00
Epoch: [9/100], Step: [101/313], Validation Acc: 85.86
Epoch: [9/100], Step: [101/313], Train Acc: 100.00
Epoch: [9/100], Step: [201/313], Validation Acc: 85.94
Epoch: [9/100], Step: [201/313], Train Acc: 100.00
